PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,OpeningTags
08FWu,1rb2r1k/2pp1p2/p2b1p1p/1p1Bq3/4P1Q1/8/PPP2PPP/RN3RK1 w - - 0 18,b1c3 e5h2,1237,101,75,28,kingsideAttack mate mateIn1 middlegame oneMove,Scotch Game: Romanishin Variation
08GhC,r1bq1rk1/ppp1bp1n/2n1p3/3p2BQ/3P4/2NBP3/PPP2PPP/R4RK1 b - - 2 11,h7g5 f2f4 f7f5 h5g6 g8h8 f4g5,2468,93,84,176,advantage kingsideAttack long middlegame,Queens Pawn Game: Veresov Attack
08JhJ,r4rk1/pp3p1p/5q2/2p4Q/2Pb1R2/3P2P1/PP3P1P/R5K1 b - - 0 19,f6g6 f4g4 g8h8 g4g6,1295,78,83,208,advantage master middlegame pin short,Hungarian Opening: Indian Defense
08Jxc,r1bqk2r/ppbnnp2/2p1p3/6B1/2PPN3/3B4/PP3PPP/R2Q1RK1 b kq - 0 12,d7f8 e4f6,1059,90,100,55,mate mateIn1 middlegame oneMove,Semi-Slav Defense: Accelerated Move Order
08KQW,2r2k1r/2qpn1pp/2n1pp2/p7/1pN1P3/4P3/PPPQ2PP/1K1R1B1R w - - 0 19,d2d7 c8d8 d7d8 c6d8,1851,75,90,1877,advantage master middlegame short,Sicilian Defense: Kveinis Variation
08Qgo,r1b1r2k/pp1nNp1p/n2P2p1/2p1N1B1/4pP2/8/Pb2B1PP/R4RK1 b - - 1 18,d7e5 g5f6,971,81,95,1107,mate mateIn1 middlegame oneMove,Kings Indian Defense: Averbakh Variation
08RGJ,r1b2rk1/1pqnbppp/p2pp3/6PQ/3NP3/1PN5/1PPB1P1P/R3K1R1 b Q - 3 14,f8e8 d4e6 f7e6 h5e8,1798,76,85,68,crushing kingsideAttack middlegame short,Sicilian Defense: Sozin Attack
08U3N,rn3r1k/3bqpp1/4p3/pp1p4/3P4/3BPN2/PPQ2PPP/2KR3R w - - 2 15,f3e5 f8c8 c2c8 d7c8,1426,74,97,5749,advantage middlegame pin short,Queens Gambit Declined: Miles Variation
08Urb,r1b1k2r/pppp1p1p/1bn5/8/2BPPpnq/8/PPP1NNPP/R1BQK2R w KQkq - 5 11,e1g1 h4h2,999,75,96,412,kingsideAttack mate mateIn1 oneMove opening,Kings Gambit Accepted: Salvio Gambit
08XtR,r1bqk1nr/ppp2p1p/2n4b/3p4/2B1PQ2/8/PPPP2PP/RNB1NRK1 b kq - 0 8,d5c4 f4f7,652,89,96,421,attackingF2F7 mate mateIn1 oneMove opening,Kings Gambit Accepted: Blachly Gambit
08YhK,rn2k2r/ppp1b1pp/5q2/7b/4Q2N/5P2/PPP3PP/RN2KB1R w KQkq - 1 12,b1c3 f6h4 e4h4 e7h4,1180,75,97,6621,advantage opening short,Latvian Gambit Accepted: Other variations
08cqH,r1bq1rk1/pp3ppp/5n2/2Ppb1B1/8/P1NB4/1P3PPP/R2QK2R w KQ - 0 13,c3d5 d8d5 g5f6 d5g2,2054,76,82,177,crushing opening short,Tarrasch Defense: Symmetrical Variation
08dbu,r4rk1/1b1nbppp/1pq1pn2/p1p5/3P1B2/P1NQ1NP1/1P2PPBP/R2R2K1 w - - 4 16,f3g5 c6g2,437,98,93,152,kingsideAttack mate mateIn1 middlegame oneMove,Nimzo-Indian Defense: Three Knights Variation
08e3s,r1bk2N1/ppppb1p1/2n5/6BQ/8/8/PPP1BPqP/RN2K2R w KQ - 2 17,h1g1 g2g1 e2f1 g1g5 h5g5 e7g5,1678,78,85,390,advantage hangingPiece long middlegame,Nimzowitsch Defense: Colorado Countergambit
08k3Y,r2q1rk1/pp1b1ppp/1bp1p3/nP2P3/3PQ3/P1NB1N2/5PPP/R3K2R b KQ - 1 15,c6b5 e4h7,729,77,100,122,kingsideAttack mate mateIn1 middlegame oneMove,Queens Gambit Accepted: Saduleto Variation
08o2h,4r1k1/1pp2p1p/2n2nNp/p1q5/1b6/1BN3QP/PPP3P1/2KR4 b - - 0 19,h7g6 g3g6 g8h8 g6f6,1665,74,93,2745,crushing kingsideAttack middlegame pin short,Center Game: Paulsen Attack Variation
08oXM,r3k2r/pp1bq1bp/2n1pnp1/3pB1N1/3N4/3B1Q2/PPP2PPP/2KR3R w kq - 10 14,e5f6 g7f6 g5e6 d7e6 d4e6 e7e6,2201,79,90,624,crushing fork long middlegame,Sicilian Defense: Brussels Gambit
08tUR,2kr2nr/ppp3p1/4p3/2b5/8/5PN1/PPPPQRP1/R1B2K1q w - - 6 19,g3h1 h8h1,1063,80,82,90,mate mateIn1 middlegame oneMove,Nimzowitsch Defense: Declined Variation
08vXK,r1bq1rk1/1p2bp1p/2p1p1N1/2Pn2BQ/1p1P4/P2B4/5PPP/R4RK1 b - - 0 17,e7g5 g6e7 g8g7 h5g5 g7h8 g5h6,2099,76,84,201,crushing interference intermezzo kingsideAttack long middlegame,Caro-Kann Defense: Karpov Variation
08zAc,r4rk1/3qbppp/p3pn2/B1p5/1PR5/4PQ2/2P2PPP/1N3RK1 w - - 1 17,b4c5 d7b5 b1d2 b5a5,1295,91,77,52,crushing fork middlegame short,Indian Defense: Polish Variation
091Wn,rnbqk2r/pp3pp1/5b1p/2pp4/8/2NP2P1/PPP2PBP/R2QK1NR w KQkq - 0 9,g2d5 f6c3 b2c3 d8d5,1115,79,92,548,crushing intermezzo opening short,Hungarian Opening: Catalan Formation
094vN,1br1k2r/1pq2pp1/p3p3/3Pn2n/2P5/2N3BP/PP3PB1/R2Q1RK1 w k - 1 18,g3h2 e5f3 g2f3 c7h2,1026,82,92,330,discoveredAttack kingsideAttack mate mateIn2 opening short,Scandinavian Defense: Portuguese Gambit
09EPx,r1b1kb1r/ppQp1pp1/4q2p/3Nn3/4P3/8/PPP2PPP/R3KBNR w KQkq - 2 10,f1c4 f8d6 c4e2 e6d5 c7c8 a8c8 e4d5 c8c2,2249,75,91,2174,advantage opening veryLong,Center Game: Hall Variation
09EaL,3r1b1r/pbk2p2/1qp1pN2/1p2P3/2pP4/5B2/PP1Q1PPP/R3K2R w KQ - 7 17,e1c1 f8h6 d2h6 h8h6,1481,85,80,104,crushing middlegame pin short,Semi-Slav Defense: Botvinnik Variation
09Hb2,r1bqr1k1/pp1n2p1/4p2R/2ppPp2/5PQ1/2PBP1P1/PP1N2P1/R3K3 w Q - 0 15,g4g6 d7f8 g6h5 g7h6,1583,75,91,467,advantage middlegame short,Saragossa Opening: Other variations
09OT8,3r1rk1/ppp2ppp/2q1pn2/5P2/3P4/2PB4/PP2Q1PP/R4RK1 b - - 0 17,f8e8 d3b5 e6f5 e2e8 c6e8 b5e8,1755,74,96,4325,crushing kingsideAttack long middlegame xRayAttack,French Defense: Burn Variation
09SFr,r1bqr1k1/1p3ppp/1np5/p2p4/1b1Pn3/2NBPN1P/PP1BQPP1/R1R3K1 w - - 2 13,c3e4 d5e4 d3e4 e8e4,1438,75,99,4394,advantage fork middlegame short,Semi-Slav Defense: Normal Variation
09TUl,r1bq1rk1/p4ppp/1pn1pb2/8/2BP4/1P2BN2/P1Q2PPP/R4RK1 b - - 4 14,c6d4 e3d4 f6d4 a1d1,2231,76,92,1260,crushing middlegame short,Blumenfeld Countergambit: Other variations
09c0k,r1b2rk1/p4ppp/n1p1p3/6P1/2pPP3/q3BN2/N1PQ3P/1K1R3R w - - 2 18,d2c3 a8b8 b1a1 a6b4 c3b4 b8b4,1907,74,94,12652,crushing long middlegame pin,Bronstein Gambit: Other variations
09dcE,2kr3r/pp1bnp1p/3pqR2/7Q/2PnN3/3B4/PP4PP/R5K1 b - - 2 18,e6e5 e4d6 e5d6 f6d6,1110,80,81,466,crushing middlegame queensideAttack short,Kings Gambit Accepted: Muzio Gambit
09fE6,r3kb1r/pp3ppp/2n1pn2/3pN3/3P1qb1/2P5/PP1NB1PP/R1BQ1RK1 b kq - 1 10,g4e2 d1e2 c6d4 c3d4,1721,76,87,767,advantage opening short,Bird Opening: Lasker Variation
09lqI,2kr3r/pp3pp1/4p1p1/nP1p4/3P1qP1/2P2N1P/P4PK1/R2QR3 w - - 0 19,f3e5 h8h3 e1h1 h3h1,1595,156,88,11,crushing middlegame short,Alekhine Defense: Samisch Attack
09mo1,rn3r2/pp2b2k/2p4p/5R2/3P4/2N5/PPP3PP/5RK1 b - - 1 19,b8d7 f5f7 f8f7 f1f7 h7g8 f7e7,994,77,98,1212,crushing fork long middlegame,Blackmar-Diemer Gambit: Teichmann Variation
09xoV,r1b1k2r/pp3ppp/2n5/2b2q2/3p4/1Q3N2/PP1BPPPP/2R1KB1R b Kkq - 7 13,e8g8 g2g4 f5e4 c1c5,2103,76,82,95,advantage opening short,Tarrasch Defense: Other variations
0A4g5,r2q1rk1/1pp1bpp1/2n1bn1p/1P1pp3/7N/B1PP2P1/2Q1PPBP/RN2K2R b KQ - 0 13,c6b8 a3e7 a8a1 e7d8,1176,75,93,1142,crushing opening short,Mieses Opening: Reversed Rat
0A4lu,r1b5/ppp1qk1p/5n1Q/3p1p2/8/2NP3P/PPn2PP1/R1B2K1R w - - 0 18,a1b1 e7e1,762,86,95,344,mate mateIn1 middlegame oneMove,Latvian Gambit: Fraser Defense
0A6xj,2kr3r/ppp5/7q/3pPp2/1b1n4/2NB2P1/PP2Q2P/2R1K2R w K - 0 18,e2f2 h6c1,956,78,99,827,hangingPiece mate mateIn1 middlegame oneMove,Kings Pawn Game: MacLeod Attack
0A8Zz,r2qk2r/pbp1bpQp/1p3n2/4Np2/8/4B3/PPPN2PP/R4RK1 b kq - 0 14,h8g8 g7f7,1100,82,78,152,attackingF2F7 mate mateIn1 middlegame oneMove,French Defense: Alapin Gambit
0ABMv,r5k1/pb3ppp/1qp1p3/2b5/4PB2/2P3P1/P1Q2PBP/3R2K1 b - - 0 17,a8d8 d1b1 c5f2 g1h1,2218,75,92,1772,advantage defensiveMove middlegame short,Queens Pawn Game: Krause Variation
0ACjr,r1bqk1nr/pppp1ppp/2n1p3/2b5/4P1Q1/1P6/PBPP1PPP/RN2KBNR b KQkq - 4 4,g8f6 g4g7 h8g8 g7f6 d8f6 b2f6,1509,75,92,1229,crushing long opening,French Defense: Horwitz Attack
0AGc9,r1bq1r2/ppp2p1k/2np4/8/2P5/P1b4P/1p1NPP1B/1R1QKB1R b K - 3 14,d8g5 d1c2 c8f5 c2c3,1368,75,96,1059,advantage fork middlegame short,Kings Indian Defense: Other variations
0AJrm,r1b2rk1/1p3pp1/pqn1p2p/2npP2P/6Q1/2N2N1R/PPP2PP1/2KR1B2 b - - 5 14,c5e4 c3e4 f7f5 e5f6,1924,78,80,74,crushing enPassant middlegame short,French Defense: Alekhine-Chatard Attack
0AKjC,r2qk2r/ppp1bp1p/5npB/4Q3/2B1P1b1/8/PPP2PPP/RN2K2R w KQkq - 3 10,h6g7 d8d1,789,86,76,76,mate mateIn1 oneMove opening,Philidor Defense: Hanham Variation
0ALrx,r1bqkbnr/pp4pp/2n1p3/1B6/3p4/4P3/PP3PPP/RNBQK1NR w KQkq - 2 7,g1f3 d8a5 b1c3 d4c3 b5c6 b7c6,1652,73,95,13321,advantage fork long opening,Queens Gambit Declined: Austrian Defense
0AUws,r1b1k1nr/ppppbp1p/8/3NQ3/2q1P3/8/PPPP2PP/R1B2R1K w kq - 1 12,e5h8 c4f1,508,97,90,169,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,Kings Gambit Accepted: Double Muzio Gambit
0Aeu1,r2qr3/ppp2k1p/3b2p1/8/2b3n1/4B1N1/PPP1NPPP/R2Q1RK1 w - - 9 15,d1d4 c4e2 g3e2 d6h2,2067,78,84,231,advantage kingsideAttack middlegame short,Vienna Game: Frankenstein-Dracula Variation
0Ag3d,3q1rk1/1p2ppbp/4b1p1/p3B3/1Q1Pn3/P2BPN2/2r2PPP/R3K2R w KQ - 0 18,b4b7 e4c5 b7b5 e6d7 b5c5 c2c5,2570,87,91,1366,advantage long middlegame,Grunfeld Defense: Russian Variation
0AqUk,r4rk1/1b1nb1pp/ppq1Nn2/8/P7/1P6/1BPN1PPP/R2Q1RK1 w - - 1 16,e6f8 c6g2,795,119,78,60,kingsideAttack mate mateIn1 middlegame oneMove,Sicilian Defense: Snyder Variation
0AsEn,r2q1rk1/pp2ppbp/2n3p1/2pP4/2B1n1b1/1P2PN2/PB2QPPP/RN3RK1 b - - 0 11,g4f3 g2f3 g7b2 e2b2,1903,74,92,1320,advantage master opening short,East Indian Defense: Other variations
0BTlF,r4rk1/pp2qppp/8/2ppn3/6Q1/5N2/PPP1BPPP/R3R1K1 w - - 0 15,g4g5 e5f3 e2f3 e7g5,982,74,96,3223,crushing kingsideAttack middlegame short,Philidor Defense: Nimzowitsch Variation
0BX5m,2kr3r/pp4pp/8/2N1p1P1/3n4/3Q1P2/qPP2P2/2KR3R w - - 0 18,d3a3 d4e2,1121,77,100,278,mate mateIn1 middlegame oneMove,Trompowsky Attack: Raptor Variation
0BdtI,r2qk1nr/pp3ppp/2n2b2/1B1Np3/4P1Q1/8/PPP2PPP/2KR3R b kq - 4 12,g8h6 d5f6 d8f6 g4d7 e8f8 d7b7,2000,76,92,1299,crushing long middlegame,Rat Defense: Small Center Defense
0Bhst,rn2k1nr/ppp2ppp/8/1Q2p3/8/2P1B1P1/q1P4P/3RK1N1 b kq - 1 14,b8c6 b5b7 a2a4 b7a8,1314,79,76,242,advantage fork middlegame short,Blackmar-Diemer Gambit: Zeller Defense
0BkA9,r3k1nr/ppp2ppp/1b1p1q2/3P4/1P2P1b1/PBN2Q2/5PPP/R1B1K2R w KQkq - 1 13,f3g4 f6c3 c1d2 c3a1,1905,75,92,1073,crushing fork hangingPiece middlegame short,Bishops Opening: Philidor Variation
0BpNz,rnbqkb1r/pp4pp/2pp1B2/1B2N3/3Pp3/8/PPP2PPP/RN1QK2R b KQkq - 0 7,g7f6 d1h5 e8e7 h5f7,1342,74,91,1015,mate mateIn2 opening short,Latvian Gambit: Mason Countergambit
0BsuS,r3k1r1/1p1n3p/p1pq1p2/P2p3b/N2P2n1/1Q2PNP1/1P2BP2/R4RK1 w q - 1 18,b3d3 g4f2 f1f2 d6g3 g1f1 h5f3,1918,81,89,173,capturingDefender crushing kingsideAttack long middlegame,Queens Gambit Declined: Janowski Variation
0BvcB,1r1q1rk1/5pbp/bn1p2p1/1NpPp3/2P1P1PP/3BBP2/1P1Q4/2KR3R w - - 1 19,h4h5 b6c4 d3c4 a6b5 c4b5 b8b5,2003,81,85,228,advantage long middlegame,Kings Indian Defense: Samisch Variation
0BymS,r3k2r/bp2qp1p/p1npbnp1/8/5P2/1NN1B1P1/PPP1Q2P/2KR1B1R w kq - 1 14,f1g2 e6g4 e3a7 g4e2,2005,77,86,468,advantage middlegame short,Scotch Game: Potter Variation
0C3JE,rn1q1rk1/1p4bp/3p4/pN1Pp3/4P3/5B1b/PP3P1P/2RQNRK1 w - - 1 18,f3g4 d8g5,1652,79,87,154,advantage middlegame oneMove pin,Kings Indian Defense: Zinnowitz Variation
0C6gF,rnb2r1k/ppp2pp1/8/q3P1B1/4BK2/3Q1N2/1PP1Pb1P/3R3R w - - 0 18,f3d4 f7f6 e5f6 g7f6,1766,76,86,650,advantage master middlegame short,Van Geet Opening: Tubingen Gambit
0CA8M,r2q3r/pp4p1/2n1Qpk1/2bp1n2/5P1p/2N2N2/PPPB2PP/4RR1K w - - 2 16,f3e5 c6e5 e6f5 g6f5,704,110,88,342,crushing middlegame short,Fried Fox Defense: Other variations
0CDKp,r1bqr1k1/pp4n1/2pb1n1Q/3p4/3P4/P1N1P1B1/1P2NPPP/4RRK1 b - - 0 17,f6g4 h6d6 d8d6 g3d6,1694,74,96,1671,advantage middlegame short,Nimzo-Indian Defense: Classical Variation
0CFAe,r1b2rk1/pp2bppp/2n1p3/3qP3/3P3P/3B1N2/P4PP1/R1BQK2R w KQ - 1 12,d3h7 g8h7 f3g5 h7g8 d1h5 e7b4,2548,100,85,145,advantage hangingPiece long opening,English Opening: Mikenas-Carls Variation
0CKoK,rn3rk1/pp1b1ppp/2p5/q2pp3/2P1n3/1P2PN2/PB1PBPPP/R2Q1KR1 w - - 0 12,f3e5 e4d2 d1d2 a5d2,1214,87,84,45,crushing opening short,Reti Opening: Other variations
0CLpr,r1b1k1nr/ppq1ppb1/2p5/2Pp4/3PP3/2N1BB2/P4PPP/2RQ1RK1 w kq - 0 18,e4d5 c7h2,853,105,82,35,kingsideAttack mate mateIn1 oneMove opening,Queens Pawn Game: Anglo-Slav Opening
0COVG,r1bq1rk1/ppp3pp/2n1p3/1Q1pPpN1/3P4/2bB4/P1P2PPP/1RB2RK1 b - - 3 13,c6d4 b5c5 d4e2 d3e2,1778,75,95,596,advantage middlegame short,Alekhine Defense: Mokele Mbembe
0CZjr,r1k3nr/pbppbQqp/1p6/3PP3/8/2N1B3/PPP3PP/R4RK1 b - - 2 16,g7e5 f7e8 e7d8 e8e5,1687,74,92,105,crushing middlegame short,Kings Gambit Accepted: Rosentreter Gambit
0Cfuj,r3qrk1/p1p3pp/1bpp4/4p3/1PP1P3/P1nQ3P/5PP1/R1B2RK1 w - - 0 16,d3c3 b6d4 c3d3 d4a1,1581,74,89,1523,crushing middlegame short skewer,Ruy Lopez: Schliemann Defense
0CmIV,2r2rk1/pp3ppp/1q2p3/3p4/3P1b2/2BB1P2/PP5P/3RQRK1 w - - 0 17,d3h7 g8h7 e1h4 f4h6,1149,82,85,303,advantage defensiveMove hangingPiece middlegame short,Paleface Attack: Other variations
0Cmbe,r1b1k2r/pp3p2/2nb3p/q2Q2p1/8/2N3P1/PP2NPP1/2R1KB1R b Kkq - 0 15,c8e6 d5d6 a8d8 d6a3 a5a3 b2a3,1599,77,89,635,crushing hangingPiece long middlegame,Trompowsky Attack: Classical Defense
0CnQc,r2qkbr1/p2nnp1N/1p1p1Bpp/2pPp3/8/3P2P1/PPP2PBP/R2QK2R b KQq - 0 12,d7f6 h7f6,677,84,96,99,mate mateIn1 oneMove opening,Sicilian Defense: Lasker-Dunne Attack
0CsmM,r3k2r/2p2pb1/2N1b2p/2B1q1p1/4Pn2/pPN4P/P1PQ2P1/1K1R3R b kq - 0 19,e5c5 d2d8 a8d8 d1d8,1116,82,90,1264,mate mateIn2 middlegame sacrifice short,Bird Opening: Schlechter Gambit
0CwuK,rn2qr2/1p1b1pk1/p2p2pp/2pp4/P1P1P1N1/2P4P/3QBPP1/R4RK1 b - - 2 16,d5e4 d2h6 g7g8 g4f6,972,76,96,254,mate mateIn2 middlegame short,Kings Indian Defense: Orthodox Variation
0Cxzd,r3kb1r/ppp2ppp/2n1p3/3p4/2PPnPP1/4PNqP/PP2K1B1/1RBQ2R1 w kq - 9 13,c4d5 g3f2 e2d3 c6b4,1165,77,92,1857,crushing opening short,Queens Gambit: Other variations
0D5rf,rn1qk2r/ppp2ppp/8/3Bp3/1b6/P2P4/2P2PPP/R1BQK1NR w KQkq - 0 10,c1d2 b4d2 d1d2 d8d5,1131,80,89,558,advantage opening short,Kings Pawn Game: Mengarinis Opening
0DHjF,2r1kb1r/1p1b1ppp/1q1np3/pB6/P2P4/1nN1PN2/1P3P1P/1RBQK2R b Kk - 2 18,d6b5 d1b3 d7c6 d4d5,2321,91,85,253,advantage hangingPiece opening short,Grob Opening: Grob Gambit Declined
0DKsN,rnbqk2r/pppp2pp/5P2/2b5/2B5/5p2/PPPP2PP/RNBQK2R w KQkq - 0 7,f6g7 d8h4 g2g3 f3f2 e1f1 h4h3 f1e2 h3g4,2505,95,90,1839,advancedPawn crushing fork opening veryLong,Bishops Opening: Stein Gambit
0DUHv,5rk1/pp3qpp/2pQ4/4P3/4B3/1P4Pb/PBP4P/R5K1 w - - 1 19,d6d4 f7f1 a1f1 f8f1,1045,94,93,562,kingsideAttack mate mateIn2 middlegame sacrifice short,Dutch Defense: Fianchetto Attack
0DnVV,rnbqk2r/pp3ppp/2p5/3pP3/4P1n1/3P4/PPPN2PP/R1BQKB1R w KQkq - 1 8,e4d5 g4e3 d1e2 e3c2,1933,73,95,10236,advantage opening short,Caro-Kann Defense: Breyer Variation
0Dp8t,r2qr1k1/ppp2pp1/3p1n1p/4B2b/2P1P3/P2B1N1P/2P2PP1/R2Q1RK1 b - - 0 14,h5f3 e5f6 f3d1 f6d8 d1c2 d3c2,1550,74,92,3854,advantage long middlegame,Vienna Game: Falkbeer Variation
0DqBZ,r1b2rk1/pp1p1p1p/1q4p1/3Bp3/3bP3/8/PP1Q1PPP/R1B2RK1 b - - 0 13,d7d6 d2h6 c8e6 c1g5 f7f6 d5e6,1797,76,91,1315,clearance crushing kingsideAttack long middlegame quietMove,Sicilian Defense: Hyperaccelerated Pterodactyl
0DwKm,r2qnrk1/3b2bp/n2Pp1p1/2p1p3/5B2/2N2N2/PP2B1PP/R2Q1RK1 w - - 0 16,f3e5 f8f4 f1f4 g7e5,1682,75,91,2322,advantage capturingDefender intermezzo middlegame short,Kings Indian Defense: Four Pawns Attack
0Dwaa,r2qkbQ1/ppp1pr2/2n5/3p4/3P4/5N1B/PPb1PP2/RNB1K3 b Qq - 1 12,c2f5 h3f5 f7f5 g8g6 e8d7 g6f5,2039,75,87,1132,advantage attraction fork long opening,Dutch Defense: Korchnoi Attack
0DxCg,r1b1kb1r/ppB1p1p1/2n4p/3R1p2/8/5Q2/1PPK1NPP/q4B1R b kq - 2 14,a1b2 f3h5 g7g6 h5g6,1581,75,91,602,mate mateIn2 middlegame short,Blackmar-Diemer Gambit: Netherlands Variation
0DxRf,3r1rk1/p4ppp/5b2/4pP2/4B3/5Q2/PqP3PP/R4R1K b - - 2 19,d8d4 f1b1 b2a1 b1a1,1691,76,85,153,crushing middlegame short trappedPiece,Sicilian Defense: Richter-Rauzer Variation
0DzN5,rnbqk1r1/1pppbp1p/6n1/1N6/2PB4/4P3/P2P1PPP/R2QKB1R b KQq - 2 11,e7f6 d4f6 d8f6 b5c7 e8d8 c7a8,1167,77,90,352,advantage fork long opening,Zukertort Opening: Ross Gambit
0E9qw,r1b2rk1/pp3pp1/1qn4p/3p2NQ/3P4/P2B4/1P3PPP/R3R1K1 b - - 1 15,b6d4 h5f7 f8f7 e1e8 f7f8 d3h7 g8h8 e8f8,2188,85,80,70,deflection kingsideAttack mate mateIn4 middlegame sacrifice veryLong,Bogo-Indian Defense: Grunfeld Variation
0ECnF,r2q1rk1/p1p1Bppp/1p2p3/4P3/1nP5/5b2/PP3PPP/R2QR1K1 w - - 0 16,d1f3 d8e7,1254,76,87,2422,crushing hangingPiece middlegame oneMove,Yusupov-Rubinstein System: Other variations
0EHXt,r1bqk1nr/pp1pppbp/2n5/6B1/2Pp4/4PN2/PP3PPP/RN1QKB1R w KQkq - 0 6,f3d4 d8a5 d1d2 a5g5,1689,75,88,1649,advantage fork opening short,English Opening: Myers Gambit
0EPC8,r1br2k1/1pp2ppp/1qn1p3/p3P3/8/3B1P2/PP1QN1PP/1KR4R b - - 0 15,c6e5 d3h7 g8h7 d2d8,1065,75,100,247,advantage discoveredAttack kingsideAttack middlegame short,Nimzo-Indian Defense: Kmoch Variation
0EbLC,rnbqkbnr/p1p2ppp/1p6/3Pp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,f4e5 d8h4 g2g3 h4e4 d1e2 e4h1 e2g2 h1g2,1572,77,82,84,advantage fork opening veryLong,Kings Gambit Declined: Falkbeer Countergambit Accepted
0Emj0,2kr4/pq1ppp2/1pn2B2/5N2/2P4K/1P3P2/P2NP3/R4R2 b - - 0 19,e7f6 f5d6 c8b8 d6b7,954,78,95,952,crushing fork middlegame short,Marienbad System: Other variations
0Enn2,rn1qk2r/1bp2ppp/1p2p3/p2pP3/2PPn3/P2B1N2/1P1N1PPP/R2QK2R w KQkq - 1 10,d3e4 d5e4 d2e4 b7e4,864,100,96,290,advantage opening short,Bogo-Indian Defense: Wade-Smyslov Variation
0EpMs,1r4kr/p2n1p1p/2Qp1npB/2b5/2P5/2N2P1B/PP3q1P/2K1R2R w - - 7 18,h3d7 f2b2 c1d1 b2c3,1811,75,95,1931,crushing fork middlegame short,Queens Pawn Game: Modern Defense
0ErpE,2rq2k1/1p1bb1p1/p1nnprN1/3p2NQ/3P1P2/P3P3/1P5P/R1B2RK1 b - - 4 19,f6g6 h5h7 g8f8 h7h8,1119,81,93,3555,fork mate mateIn2 middlegame short,Canard Opening: Other variations
0EwUh,r3r1k1/p1pp1ppp/b1p5/8/1PPp4/P2Q4/5qPP/R1BK1B1R w - - 6 18,a1b1 e8e1,1378,75,91,1472,mate mateIn1 middlegame oneMove,Ponziani Opening: Vukovic Gambit
0EywV,r4rk1/pbpp1ppp/1p3n2/3Pn3/1q2PR2/4B1P1/PPP1N1BP/R2Q2K1 b - - 4 13,b4b2 e3d4 b2a3 d4e5,1268,76,87,416,crushing interference middlegame short,Amar Opening: Other variations
0EzRX,r1bqkb1r/pp2pp1p/2n2p2/2P5/3p4/2N2N2/PPP1PPPP/R2QKB1R w KQkq - 0 7,c3b5 d8a5 c2c3 a5b5,1139,78,86,2099,advantage fork master opening short,Zukertort Opening: Reversed Mexican Defense
0FDs5,1r1q3r/p1p2k2/1p1pbb1p/3P2p1/1Qn1Pp2/5N1P/PP1B2P1/2KR3R b - - 1 18,c7c5 d5e6 f7g8 b4c4,1402,77,92,998,crushing middlegame short,Kings Gambit Accepted: Becker Defense
0Fd42,r1bk3r/ppp2Npp/2nb1n2/1N1p4/3P4/3B4/PP3PPP/R1BqR1K1 b - - 1 13,d8d7 d3f5,1307,76,95,1859,mate mateIn1 middlegame oneMove,Ponziani Opening: Ponziani Countergambit
0Ffq1,r2q1rk1/1p3p1p/1n1p2p1/2nPN2b/p1PQ2P1/2N5/PP2BP2/R3R1K1 b - - 0 19,d6e5 d4c5 h5g4 e2g4,1168,76,83,204,advantage hangingPiece master middlegame short trappedPiece,Alekhine Defense: Modern Variation
0Fght,2rq1rk1/pp3ppp/2b2b2/8/2Q5/2NB4/PP3PPP/3RR1K1 b - - 3 18,c6f3 d3h7 g8h7 d1d8 c8c4 d8f8,1344,76,91,2478,advantage discoveredAttack kingsideAttack long middlegame,Benoni Defense: Weenink Variation
0Fr4H,r1bqk2r/ppp3p1/2nb1n2/8/4p1Pp/4P2P/PPP2NB1/RNBQK2R w KQkq - 0 12,e1g1 d8e7 f2e4 f6e4,2353,83,85,488,crushing opening quietMove short,Lasker Simul Special: Other variations
0FsGF,r4rk1/pp3pp1/2n1bb2/4p3/8/2P2N1P/P1PBBPP1/R4RK1 w - - 1 16,d2g5 e5e4 g5f6 e4f3 e2f3 g7f6,1579,96,76,37,advantage long master middlegame,Sicilian Defense: Boleslavsky Variation
0Fv5R,r4rk1/ppq2ppp/1bp1p3/3P2B1/4N3/3n2QP/PP3PP1/3R1RK1 b - - 0 18,e6d5 e4f6 g7f6 g5f4 g8h8 f4c7,2178,75,92,6737,crushing discoveredAttack long middlegame sacrifice,Van Geet Opening: Dunst-Perrenet Gambit
0G3cm,r3kb1r/6pp/p3N3/1p6/2p2Bn1/1BN2b1q/PP3P2/R2Q1RK1 w kq - 0 19,e6c7 e8f7 d1d7 f8e7,1889,76,90,711,crushing defensiveMove master middlegame short,Semi-Slav Defense: Meran Variation
0G5hU,2kr4/1pp2ppp/5nb1/p3b3/1q4P1/2N4P/PPPBBP2/1KQ1R3 w - - 0 19,f2f4 d8d2 f4e5 d2c2 c1c2 g6c2,1934,74,93,7107,advantage long middlegame queensideAttack,Scandinavian Defense: Bronstein Variation
0G64E,rnbqr1k1/pp3ppp/2p1pn2/3p2N1/2PP4/B1PBP3/P1Q2PPP/R4RK1 b - - 5 11,h7h6 d3h7 f6h7 c2h7,1211,84,75,39,kingsideAttack mate mateIn2 middlegame short,Nimzo-Indian Defense: Normal Line
